"","OCCUPANCY_DATE","shelter_location_pair","capacity_actual_sum","capacity_funding_sum","occupied_sum","unoccupied_sum","unavailable_sum","occupancy_rate"
"773",21-07-13,"40 - 1114",183,232,157,26,49,0.85792349726776
"774",21-07-13,"53 - 1103",58,91,58,0,33,1
"775",21-07-13,"2 - 1066",19,73,19,0,54,1
"776",21-07-13,"82 - 1163",29,30,1,28,1,0.0344827586206897
"777",21-07-14,"40 - 1114",185,231,157,28,46,0.848648648648649
"778",21-07-14,"53 - 1103",57,91,57,0,34,1
"779",21-07-14,"2 - 1066",20,73,20,0,53,1
"780",21-07-14,"82 - 1163",63,60,3,60,-3,0.0476190476190476
"781",21-07-15,"40 - 1114",175,231,159,16,56,0.908571428571429
"782",21-07-15,"53 - 1103",56,91,56,0,35,1
"783",21-07-15,"2 - 1066",19,63,19,0,44,1
"784",21-07-15,"82 - 1163",63,60,4,59,-3,0.0634920634920635
"785",21-07-16,"40 - 1114",176,231,161,15,55,0.914772727272727
"786",21-07-16,"53 - 1103",55,91,55,0,36,1
"787",21-07-16,"2 - 1066",19,63,19,0,44,1
"788",21-07-16,"82 - 1163",63,60,4,59,-3,0.0634920634920635
"789",21-07-17,"40 - 1114",176,231,161,15,55,0.914772727272727
"790",21-07-17,"53 - 1103",55,91,55,0,36,1
"791",21-07-17,"2 - 1066",19,63,19,0,44,1
"792",21-07-17,"82 - 1163",34,30,2,32,-4,0.0588235294117647
"793",21-07-18,"40 - 1114",176,231,160,16,55,0.909090909090909
"794",21-07-18,"53 - 1103",55,91,55,0,36,1
"795",21-07-18,"2 - 1066",18,63,18,0,45,1
"796",21-07-18,"82 - 1163",34,30,1,33,-4,0.0294117647058824
"797",21-07-19,"40 - 1114",175,231,160,15,56,0.914285714285714
"798",21-07-19,"53 - 1103",53,91,53,0,38,1
"799",21-07-19,"2 - 1066",19,63,19,0,44,1
"800",21-07-19,"82 - 1163",62,60,2,60,-2,0.032258064516129
"801",21-07-20,"40 - 1114",175,231,161,14,56,0.92
"802",21-07-20,"53 - 1103",50,91,50,0,41,1
"803",21-07-20,"2 - 1066",20,63,20,0,43,1
"804",21-07-20,"82 - 1163",62,60,4,58,-2,0.0645161290322581
"805",21-07-21,"40 - 1114",180,231,163,17,51,0.905555555555556
"806",21-07-21,"53 - 1103",49,91,49,0,42,1
"807",21-07-21,"2 - 1066",21,63,21,0,42,1
"808",21-07-21,"82 - 1163",62,60,2,60,-2,0.032258064516129
"809",21-07-22,"40 - 1114",183,231,165,18,48,0.901639344262295
"810",21-07-22,"53 - 1103",48,91,48,0,43,1
"811",21-07-22,"2 - 1066",21,63,21,0,42,1
"812",21-07-22,"82 - 1163",28,30,2,26,2,0.0714285714285714
"813",21-07-23,"40 - 1114",181,231,166,15,50,0.917127071823204
"814",21-07-23,"53 - 1103",46,77,46,0,31,1
"815",21-07-23,"2 - 1066",21,63,21,0,42,1
"816",21-07-23,"82 - 1163",28,30,2,26,2,0.0714285714285714
"817",21-07-24,"40 - 1114",181,231,165,16,50,0.911602209944751
"818",21-07-24,"53 - 1103",45,77,45,0,32,1
"819",21-07-24,"2 - 1066",21,63,21,0,42,1
"820",21-07-24,"82 - 1163",62,60,3,59,-2,0.0483870967741935
"821",21-07-25,"40 - 1114",181,231,165,16,50,0.911602209944751
"822",21-07-25,"53 - 1103",45,77,45,0,32,1
"823",21-07-25,"2 - 1066",21,63,21,0,42,1
"824",21-07-25,"82 - 1163",62,60,4,58,-2,0.0645161290322581
"825",21-07-26,"40 - 1114",177,231,165,12,54,0.932203389830508
"826",21-07-26,"53 - 1103",44,77,43,1,33,0.977272727272727
"827",21-07-26,"2 - 1066",20,63,20,0,43,1
"828",21-07-26,"82 - 1163",62,60,5,57,-2,0.0806451612903226
"829",21-07-27,"40 - 1114",176,231,163,13,55,0.926136363636364
"830",21-07-27,"53 - 1103",43,77,43,0,34,1
"831",21-07-27,"2 - 1066",20,63,20,0,43,1
"832",21-07-27,"82 - 1163",62,60,4,58,-2,0.0645161290322581
"833",21-07-28,"40 - 1114",172,231,160,12,59,0.930232558139535
"834",21-07-28,"53 - 1103",39,91,39,0,52,1
"835",21-07-28,"2 - 1066",20,63,20,0,43,1
"836",21-07-28,"82 - 1163",62,60,2,60,-2,0.032258064516129
"837",21-07-29,"40 - 1114",172,231,159,13,59,0.924418604651163
"838",21-07-29,"53 - 1103",37,91,37,0,54,1
"839",21-07-29,"2 - 1066",20,63,20,0,43,1
"840",21-07-29,"82 - 1163",62,60,2,60,-2,0.032258064516129
"841",21-07-30,"40 - 1114",175,231,161,14,56,0.92
"842",21-07-30,"53 - 1103",36,91,34,2,55,0.944444444444444
"843",21-07-30,"2 - 1066",20,63,20,0,43,1
"844",21-07-30,"82 - 1163",62,60,2,60,-2,0.032258064516129
"845",21-07-31,"40 - 1114",176,231,161,15,55,0.914772727272727
"846",21-07-31,"53 - 1103",32,91,32,0,59,1
"847",21-07-31,"2 - 1066",19,63,19,0,44,1
"848",21-07-31,"82 - 1163",62,60,2,60,-2,0.032258064516129
"849",21-08-01,"40 - 1114",176,231,163,13,55,0.926136363636364
"850",21-08-01,"53 - 1103",32,91,32,0,59,1
"851",21-08-01,"2 - 1066",19,63,19,0,44,1
"852",21-08-01,"82 - 1163",62,60,3,59,-2,0.0483870967741935
"853",21-08-02,"40 - 1114",176,231,163,13,55,0.926136363636364
"854",21-08-02,"53 - 1103",32,91,32,0,59,1
"855",21-08-02,"2 - 1066",19,63,19,0,44,1
"856",21-08-02,"82 - 1163",62,60,2,60,-2,0.032258064516129
"857",21-08-03,"40 - 1114",179,231,165,14,52,0.921787709497207
"858",21-08-03,"53 - 1103",31,91,31,0,60,1
"859",21-08-03,"2 - 1066",18,63,18,0,45,1
